,Transcript stable ID
2415,ENSDART00000061429
2416,ENSDART00000061432
2417,ENSDART00000061473
2418,ENSDART00000061540
2419,ENSDART00000061547
2420,ENSDART00000061577
2421,ENSDART00000061616
2422,ENSDART00000061617
2423,ENSDART00000061633
2424,ENSDART00000061665
2425,ENSDART00000061672
2426,ENSDART00000061674
2427,ENSDART00000061726
2428,ENSDART00000061738
2429,ENSDART00000061753
2430,ENSDART00000061838
2431,ENSDART00000061843
2432,ENSDART00000061860
2433,ENSDART00000061886
2434,ENSDART00000061914
2435,ENSDART00000062010
2436,ENSDART00000062066
2437,ENSDART00000062081
2438,ENSDART00000062092
2439,ENSDART00000062094
2440,ENSDART00000062116
2441,ENSDART00000062143
2442,ENSDART00000062166
2443,ENSDART00000062175
2444,ENSDART00000062191
2445,ENSDART00000062216
2446,ENSDART00000062250
2447,ENSDART00000062254
2448,ENSDART00000062257
2449,ENSDART00000062263
2450,ENSDART00000062265
2451,ENSDART00000062269
2452,ENSDART00000062309
2453,ENSDART00000062324
2454,ENSDART00000062336
2455,ENSDART00000062343
2456,ENSDART00000062348
2457,ENSDART00000062360
2458,ENSDART00000062402
2459,ENSDART00000062405
2460,ENSDART00000062414
2461,ENSDART00000062415
2462,ENSDART00000062421
2463,ENSDART00000062426
2464,ENSDART00000062429
2465,ENSDART00000062507
2466,ENSDART00000062518
2467,ENSDART00000062528
2468,ENSDART00000062532
2469,ENSDART00000062556
2470,ENSDART00000062569
2471,ENSDART00000062576
2472,ENSDART00000062587
2473,ENSDART00000062633
2474,ENSDART00000062671
2475,ENSDART00000062674
2476,ENSDART00000062675
2477,ENSDART00000062681
2478,ENSDART00000062684
2479,ENSDART00000062687
2480,ENSDART00000062693
2481,ENSDART00000062697
2482,ENSDART00000062699
2483,ENSDART00000062704
2484,ENSDART00000062724
2485,ENSDART00000062736
2486,ENSDART00000062740
2487,ENSDART00000062745
2488,ENSDART00000062761
2489,ENSDART00000062787
2490,ENSDART00000062850
2491,ENSDART00000062868
2492,ENSDART00000062874
2493,ENSDART00000062895
2494,ENSDART00000062900
2495,ENSDART00000062908
2496,ENSDART00000062917
2497,ENSDART00000062931
2498,ENSDART00000062935
2499,ENSDART00000062941
2500,ENSDART00000062945
2501,ENSDART00000062968
2502,ENSDART00000062993
2503,ENSDART00000063013
2504,ENSDART00000063019
2505,ENSDART00000063024
2506,ENSDART00000063052
2507,ENSDART00000063075
2508,ENSDART00000063076
2509,ENSDART00000063115
2510,ENSDART00000063133
2511,ENSDART00000063135
2512,ENSDART00000063147
2513,ENSDART00000063150
2514,ENSDART00000063151
2515,ENSDART00000063152
2516,ENSDART00000063157
2517,ENSDART00000063244
2518,ENSDART00000063258
2519,ENSDART00000063285
2520,ENSDART00000063318
2521,ENSDART00000063357
2522,ENSDART00000063400
2523,ENSDART00000063418
2524,ENSDART00000063425
2525,ENSDART00000063434
2526,ENSDART00000063478
2527,ENSDART00000063523
2528,ENSDART00000063539
2529,ENSDART00000063544
2530,ENSDART00000063545
2531,ENSDART00000063564
2532,ENSDART00000063568
2533,ENSDART00000063572
2534,ENSDART00000063577
2535,ENSDART00000063578
2536,ENSDART00000063592
2537,ENSDART00000063615
2538,ENSDART00000063621
2539,ENSDART00000063648
2540,ENSDART00000063696
2541,ENSDART00000063707
2542,ENSDART00000063708
2543,ENSDART00000063714
2544,ENSDART00000063717
2545,ENSDART00000063761
2546,ENSDART00000063777
2547,ENSDART00000063786
2548,ENSDART00000063806
2549,ENSDART00000063810
2550,ENSDART00000063817
2551,ENSDART00000063823
2552,ENSDART00000063825
2553,ENSDART00000063832
2554,ENSDART00000063834
2555,ENSDART00000063837
2556,ENSDART00000063849
2557,ENSDART00000063884
2558,ENSDART00000063912
2559,ENSDART00000063923
2560,ENSDART00000063943
2561,ENSDART00000063950
2562,ENSDART00000063996
2563,ENSDART00000064007
2564,ENSDART00000064009
2565,ENSDART00000064013
2566,ENSDART00000064017
2567,ENSDART00000064021
2568,ENSDART00000064025
2569,ENSDART00000064067
2570,ENSDART00000064082
2571,ENSDART00000064083
2572,ENSDART00000064088
2573,ENSDART00000064107
2574,ENSDART00000064111
2575,ENSDART00000064112
2576,ENSDART00000064113
2577,ENSDART00000064114
2578,ENSDART00000064172
2579,ENSDART00000064194
2580,ENSDART00000064197
2581,ENSDART00000064281
2582,ENSDART00000064309
2583,ENSDART00000064315
2584,ENSDART00000064332
2585,ENSDART00000064339
2586,ENSDART00000064343
2587,ENSDART00000064365
2588,ENSDART00000064369
2589,ENSDART00000064393
2590,ENSDART00000064400
2591,ENSDART00000064436
2592,ENSDART00000064463
2593,ENSDART00000064503
2594,ENSDART00000064515
2595,ENSDART00000064523
2596,ENSDART00000064542
2597,ENSDART00000064558
2598,ENSDART00000064597
2599,ENSDART00000064603
2600,ENSDART00000064612
2601,ENSDART00000064613
2602,ENSDART00000064614
2603,ENSDART00000064646
2604,ENSDART00000064657
2605,ENSDART00000064672
2606,ENSDART00000064694
2607,ENSDART00000064700
2608,ENSDART00000064733
2609,ENSDART00000064738
2610,ENSDART00000064772
2611,ENSDART00000064789
2612,ENSDART00000064809
2613,ENSDART00000064826
2614,ENSDART00000064842
2615,ENSDART00000064846
2616,ENSDART00000064860
2617,ENSDART00000064866
2618,ENSDART00000064878
2619,ENSDART00000064888
2620,ENSDART00000064902
2621,ENSDART00000064903
2622,ENSDART00000064966
2623,ENSDART00000064969
2624,ENSDART00000065006
2625,ENSDART00000065012
2626,ENSDART00000065036
2627,ENSDART00000065037
2628,ENSDART00000065038
2629,ENSDART00000065083
2630,ENSDART00000065091
2631,ENSDART00000065101
2632,ENSDART00000065131
2633,ENSDART00000065132
2634,ENSDART00000065208
2635,ENSDART00000065211
2636,ENSDART00000065212
2637,ENSDART00000065243
2638,ENSDART00000065256
2639,ENSDART00000065262
2640,ENSDART00000065293
2641,ENSDART00000065338
2642,ENSDART00000065341
2643,ENSDART00000065365
2644,ENSDART00000065366
2645,ENSDART00000065385
2646,ENSDART00000065420
2647,ENSDART00000065433
2648,ENSDART00000065447
2649,ENSDART00000065461
2650,ENSDART00000065467
2651,ENSDART00000065470
2652,ENSDART00000065488
2653,ENSDART00000065500
2654,ENSDART00000065504
2655,ENSDART00000065544
2656,ENSDART00000065551
2657,ENSDART00000065566
2658,ENSDART00000065599
2659,ENSDART00000065600
2660,ENSDART00000065613
2661,ENSDART00000065652
2662,ENSDART00000065664
2663,ENSDART00000065671
2664,ENSDART00000065676
2665,ENSDART00000065681
2666,ENSDART00000065682
2667,ENSDART00000065699
2668,ENSDART00000065728
2669,ENSDART00000065858
2670,ENSDART00000065859
2671,ENSDART00000065862
2672,ENSDART00000065868
2673,ENSDART00000065877
2674,ENSDART00000065881
2675,ENSDART00000065918
2676,ENSDART00000065920
2677,ENSDART00000065933
2678,ENSDART00000065949
2679,ENSDART00000065996
2680,ENSDART00000066033
2681,ENSDART00000066050
2682,ENSDART00000066053
2683,ENSDART00000066096
2684,ENSDART00000066097
2685,ENSDART00000066123
2686,ENSDART00000066125
2687,ENSDART00000066179
2688,ENSDART00000066230
2689,ENSDART00000066257
2690,ENSDART00000066264
2691,ENSDART00000066269
2692,ENSDART00000066282
2693,ENSDART00000066288
2694,ENSDART00000066290
2695,ENSDART00000066304
2696,ENSDART00000066359
2697,ENSDART00000066363
2698,ENSDART00000066380
2699,ENSDART00000066384
2700,ENSDART00000066388
2701,ENSDART00000066393
2702,ENSDART00000066411
2703,ENSDART00000066424
2704,ENSDART00000066430
2705,ENSDART00000066439
2706,ENSDART00000066500
2707,ENSDART00000066527
2708,ENSDART00000066546
2709,ENSDART00000066556
2710,ENSDART00000066558
2711,ENSDART00000066604
2712,ENSDART00000066620
2713,ENSDART00000066621
2714,ENSDART00000066628
2715,ENSDART00000066631
2716,ENSDART00000066638
2717,ENSDART00000066645
2718,ENSDART00000066655
2719,ENSDART00000066692
2720,ENSDART00000066737
2721,ENSDART00000066760
2722,ENSDART00000066767
2723,ENSDART00000066783
2724,ENSDART00000066784
2725,ENSDART00000066789
2726,ENSDART00000066794
2727,ENSDART00000066835
2728,ENSDART00000066855
2729,ENSDART00000066929
2730,ENSDART00000066949
2731,ENSDART00000066963
2732,ENSDART00000066972
2733,ENSDART00000066973
2734,ENSDART00000066975
2735,ENSDART00000066977
2736,ENSDART00000066978
2737,ENSDART00000066999
2738,ENSDART00000067001
2739,ENSDART00000067004
2740,ENSDART00000067030
2741,ENSDART00000067039
2742,ENSDART00000067066
2743,ENSDART00000067082
2744,ENSDART00000067131
2745,ENSDART00000067134
2746,ENSDART00000067147
2747,ENSDART00000067161
2748,ENSDART00000067166
2749,ENSDART00000067172
2750,ENSDART00000067174
2751,ENSDART00000067175
2752,ENSDART00000067251
2753,ENSDART00000067253
2754,ENSDART00000067272
2755,ENSDART00000067290
2756,ENSDART00000067305
2757,ENSDART00000067322
2758,ENSDART00000067323
2759,ENSDART00000067324
2760,ENSDART00000067327
2761,ENSDART00000067339
2762,ENSDART00000067353
2763,ENSDART00000067354
2764,ENSDART00000067374
2765,ENSDART00000067378
2766,ENSDART00000067448
2767,ENSDART00000067461
2768,ENSDART00000067482
2769,ENSDART00000067486
2770,ENSDART00000067488
2771,ENSDART00000067489
2772,ENSDART00000067500
2773,ENSDART00000067511
2774,ENSDART00000067513
2775,ENSDART00000067514
2776,ENSDART00000067536
2777,ENSDART00000067586
2778,ENSDART00000067604
2779,ENSDART00000067608
2780,ENSDART00000067621
2781,ENSDART00000067639
2782,ENSDART00000067647
2783,ENSDART00000067678
2784,ENSDART00000067698
2785,ENSDART00000067720
2786,ENSDART00000067733
2787,ENSDART00000067734
2788,ENSDART00000067736
2789,ENSDART00000067762
2790,ENSDART00000067776
2791,ENSDART00000067793
2792,ENSDART00000073402
2793,ENSDART00000073416
2794,ENSDART00000073432
2795,ENSDART00000073439
2796,ENSDART00000073452
2797,ENSDART00000073467
2798,ENSDART00000073478
2799,ENSDART00000073500
2800,ENSDART00000073555
2801,ENSDART00000073596
2802,ENSDART00000073609
2803,ENSDART00000073621
2804,ENSDART00000073625
2805,ENSDART00000073626
2806,ENSDART00000073635
2807,ENSDART00000073651
2808,ENSDART00000073654
2809,ENSDART00000073684
2810,ENSDART00000073705
2811,ENSDART00000073707
2812,ENSDART00000073710
2813,ENSDART00000073726
2814,ENSDART00000073755
2815,ENSDART00000073757
2816,ENSDART00000073806
2817,ENSDART00000073827
2818,ENSDART00000073846
2819,ENSDART00000073903
2820,ENSDART00000073957
2821,ENSDART00000073970
2822,ENSDART00000073978
2823,ENSDART00000073979
2824,ENSDART00000073985
2825,ENSDART00000074010
2826,ENSDART00000074016
2827,ENSDART00000074061
2828,ENSDART00000074070
2829,ENSDART00000074083
2830,ENSDART00000074099
2831,ENSDART00000074116
2832,ENSDART00000074122
2833,ENSDART00000074125
2834,ENSDART00000074128
2835,ENSDART00000074129
2836,ENSDART00000074155
2837,ENSDART00000074161
2838,ENSDART00000074175
2839,ENSDART00000074196
2840,ENSDART00000074208
2841,ENSDART00000074231
2842,ENSDART00000074232
2843,ENSDART00000074249
2844,ENSDART00000074255
2845,ENSDART00000074256
2846,ENSDART00000074265
2847,ENSDART00000074268
2848,ENSDART00000074270
2849,ENSDART00000074294
2850,ENSDART00000074317
2851,ENSDART00000074384
2852,ENSDART00000074400
2853,ENSDART00000074407
2854,ENSDART00000074426
2855,ENSDART00000074438
2856,ENSDART00000074458
2857,ENSDART00000074478
2858,ENSDART00000074489
2859,ENSDART00000074490
2860,ENSDART00000074495
2861,ENSDART00000074519
2862,ENSDART00000074539
2863,ENSDART00000074540
2864,ENSDART00000074544
2865,ENSDART00000074549
2866,ENSDART00000074553
2867,ENSDART00000074555
2868,ENSDART00000074557
2869,ENSDART00000074597
2870,ENSDART00000074599
2871,ENSDART00000074600
2872,ENSDART00000074605
2873,ENSDART00000074609
2874,ENSDART00000074640
2875,ENSDART00000074643
2876,ENSDART00000074647
2877,ENSDART00000074653
2878,ENSDART00000074655
2879,ENSDART00000074683
2880,ENSDART00000074689
2881,ENSDART00000074706
2882,ENSDART00000074710
2883,ENSDART00000074731
2884,ENSDART00000074757
2885,ENSDART00000074768
2886,ENSDART00000074774
2887,ENSDART00000074781
2888,ENSDART00000074791
2889,ENSDART00000074796
2890,ENSDART00000074806
2891,ENSDART00000074809
2892,ENSDART00000074830
2893,ENSDART00000074850
2894,ENSDART00000074873
2895,ENSDART00000074875
2896,ENSDART00000074919
2897,ENSDART00000074963
2898,ENSDART00000074968
2899,ENSDART00000075039
2900,ENSDART00000075080
2901,ENSDART00000075092
2902,ENSDART00000075100
2903,ENSDART00000075129
2904,ENSDART00000075142
2905,ENSDART00000075150
2906,ENSDART00000075151
2907,ENSDART00000075176
2908,ENSDART00000075179
2909,ENSDART00000075188
2910,ENSDART00000075195
2911,ENSDART00000075197
2912,ENSDART00000075234
2913,ENSDART00000075252
2914,ENSDART00000075262
2915,ENSDART00000075274
2916,ENSDART00000075281
2917,ENSDART00000075303
2918,ENSDART00000075312
2919,ENSDART00000075320
2920,ENSDART00000075326
2921,ENSDART00000075331
2922,ENSDART00000075340
2923,ENSDART00000075351
2924,ENSDART00000075400
2925,ENSDART00000075412
2926,ENSDART00000075416
2927,ENSDART00000075420
2928,ENSDART00000075462
2929,ENSDART00000075486
2930,ENSDART00000075493
2931,ENSDART00000075499
2932,ENSDART00000075500
2933,ENSDART00000075520
2934,ENSDART00000075522
2935,ENSDART00000075524
2936,ENSDART00000075550
2937,ENSDART00000075596
2938,ENSDART00000075617
2939,ENSDART00000075619
2940,ENSDART00000075624
2941,ENSDART00000075659
2942,ENSDART00000075709
2943,ENSDART00000075723
2944,ENSDART00000075738
2945,ENSDART00000075743
2946,ENSDART00000075785
2947,ENSDART00000075889
2948,ENSDART00000075918
2949,ENSDART00000075928
2950,ENSDART00000075931
2951,ENSDART00000075941
2952,ENSDART00000075943
2953,ENSDART00000075953
2954,ENSDART00000075960
2955,ENSDART00000076009
2956,ENSDART00000076030
2957,ENSDART00000076031
2958,ENSDART00000076035
2959,ENSDART00000076040
2960,ENSDART00000076069
2961,ENSDART00000076073
2962,ENSDART00000076083
2963,ENSDART00000076086
2964,ENSDART00000076097
2965,ENSDART00000076161
2966,ENSDART00000076180
2967,ENSDART00000076200
2968,ENSDART00000076215
2969,ENSDART00000076265
2970,ENSDART00000076276
2971,ENSDART00000076304
2972,ENSDART00000076320
2973,ENSDART00000076333
2974,ENSDART00000076350
2975,ENSDART00000076391
2976,ENSDART00000076399
2977,ENSDART00000076423
2978,ENSDART00000076469
2979,ENSDART00000076481
2980,ENSDART00000076483
2981,ENSDART00000076503
2982,ENSDART00000076542
2983,ENSDART00000076561
2984,ENSDART00000076586
2985,ENSDART00000076647
2986,ENSDART00000076715
2987,ENSDART00000076725
2988,ENSDART00000076735
2989,ENSDART00000076739
2990,ENSDART00000076742
2991,ENSDART00000076766
2992,ENSDART00000076786
2993,ENSDART00000076793
2994,ENSDART00000076796
2995,ENSDART00000076804
2996,ENSDART00000076807
2997,ENSDART00000076835
2998,ENSDART00000076845
2999,ENSDART00000076850
3000,ENSDART00000076861
3001,ENSDART00000076876
3002,ENSDART00000076946
3003,ENSDART00000076974
3004,ENSDART00000077047
3005,ENSDART00000077055
3006,ENSDART00000077057
3007,ENSDART00000077063
3008,ENSDART00000077071
3009,ENSDART00000077076
3010,ENSDART00000077080
3011,ENSDART00000077113
3012,ENSDART00000077125
3013,ENSDART00000077151
3014,ENSDART00000077152
3015,ENSDART00000077155
3016,ENSDART00000077161
3017,ENSDART00000077166
3018,ENSDART00000077172
3019,ENSDART00000077178
3020,ENSDART00000077185
3021,ENSDART00000077191
3022,ENSDART00000077197
3023,ENSDART00000077200
3024,ENSDART00000077215
3025,ENSDART00000077222
3026,ENSDART00000077235
3027,ENSDART00000077259
3028,ENSDART00000077305
3029,ENSDART00000077357
3030,ENSDART00000077361
3031,ENSDART00000077373
3032,ENSDART00000077395
3033,ENSDART00000077399
3034,ENSDART00000077418
3035,ENSDART00000077420
3036,ENSDART00000077426
3037,ENSDART00000077435
3038,ENSDART00000077445
3039,ENSDART00000077476
3040,ENSDART00000077484
3041,ENSDART00000077493
3042,ENSDART00000077496
3043,ENSDART00000077498
3044,ENSDART00000077511
3045,ENSDART00000077514
3046,ENSDART00000077578
3047,ENSDART00000077582
3048,ENSDART00000077627
3049,ENSDART00000077635
3050,ENSDART00000077655
3051,ENSDART00000077657
3052,ENSDART00000077662
3053,ENSDART00000077664
3054,ENSDART00000077694
3055,ENSDART00000077707
3056,ENSDART00000077734
3057,ENSDART00000077736
3058,ENSDART00000077796
3059,ENSDART00000077800
3060,ENSDART00000077804
3061,ENSDART00000077805
3062,ENSDART00000077807
3063,ENSDART00000077809
3064,ENSDART00000077829
3065,ENSDART00000077866
3066,ENSDART00000077868
3067,ENSDART00000077871
3068,ENSDART00000077898
3069,ENSDART00000077899
3070,ENSDART00000077924
3071,ENSDART00000077936
3072,ENSDART00000077937
3073,ENSDART00000077938
3074,ENSDART00000077941
3075,ENSDART00000077950
3076,ENSDART00000077958
3077,ENSDART00000077962
3078,ENSDART00000077990
3079,ENSDART00000077998
3080,ENSDART00000078014
3081,ENSDART00000078018
3082,ENSDART00000078024
3083,ENSDART00000078028
3084,ENSDART00000078033
3085,ENSDART00000078041
3086,ENSDART00000078052
3087,ENSDART00000078053
3088,ENSDART00000078066
3089,ENSDART00000078072
3090,ENSDART00000078093
3091,ENSDART00000078114
3092,ENSDART00000078119
3093,ENSDART00000078148
3094,ENSDART00000078156
3095,ENSDART00000078161
3096,ENSDART00000078163
3097,ENSDART00000078171
3098,ENSDART00000078192
3099,ENSDART00000078213
3100,ENSDART00000078218
3101,ENSDART00000078232
3102,ENSDART00000078233
3103,ENSDART00000078240
3104,ENSDART00000078250
3105,ENSDART00000078297
3106,ENSDART00000078304
3107,ENSDART00000078316
3108,ENSDART00000078325
3109,ENSDART00000078352
3110,ENSDART00000078369
3111,ENSDART00000078372
3112,ENSDART00000078373
3113,ENSDART00000078382
3114,ENSDART00000078387
3115,ENSDART00000078399
3116,ENSDART00000078401
3117,ENSDART00000078421
3118,ENSDART00000078423
3119,ENSDART00000078428
3120,ENSDART00000078441
3121,ENSDART00000078449
3122,ENSDART00000078459
3123,ENSDART00000078466
3124,ENSDART00000078476
3125,ENSDART00000078480
3126,ENSDART00000078484
3127,ENSDART00000078497
3128,ENSDART00000078499
3129,ENSDART00000078523
3130,ENSDART00000078525
3131,ENSDART00000078529
3132,ENSDART00000078557
3133,ENSDART00000078568
3134,ENSDART00000078596
3135,ENSDART00000078608
3136,ENSDART00000078634
3137,ENSDART00000078640
3138,ENSDART00000078642
3139,ENSDART00000078652
3140,ENSDART00000078694
3141,ENSDART00000078707
3142,ENSDART00000078708
3143,ENSDART00000078720
3144,ENSDART00000078721
3145,ENSDART00000078723
3146,ENSDART00000078740
3147,ENSDART00000078747
3148,ENSDART00000078757
3149,ENSDART00000078759
3150,ENSDART00000078771
3151,ENSDART00000078816
3152,ENSDART00000078822
3153,ENSDART00000078824
3154,ENSDART00000078838
3155,ENSDART00000078854
3156,ENSDART00000078893
3157,ENSDART00000078894
3158,ENSDART00000078899
3159,ENSDART00000078908
3160,ENSDART00000078921
3161,ENSDART00000078936
3162,ENSDART00000078973
3163,ENSDART00000079007
3164,ENSDART00000079030
3165,ENSDART00000079035
3166,ENSDART00000079042
3167,ENSDART00000079050
3168,ENSDART00000079064
3169,ENSDART00000079065
3170,ENSDART00000079087
3171,ENSDART00000079101
3172,ENSDART00000079115
3173,ENSDART00000079117
3174,ENSDART00000079131
3175,ENSDART00000079138
3176,ENSDART00000079139
3177,ENSDART00000079144
3178,ENSDART00000079145
3179,ENSDART00000079170
3180,ENSDART00000079201
3181,ENSDART00000079207
3182,ENSDART00000079215
3183,ENSDART00000079226
3184,ENSDART00000079233
3185,ENSDART00000079245
3186,ENSDART00000079251
3187,ENSDART00000079253
3188,ENSDART00000079255
3189,ENSDART00000079283
3190,ENSDART00000079297
3191,ENSDART00000079333
3192,ENSDART00000079336
3193,ENSDART00000079342
3194,ENSDART00000079356
3195,ENSDART00000079364
3196,ENSDART00000079383
3197,ENSDART00000079392
3198,ENSDART00000079410
3199,ENSDART00000079419
3200,ENSDART00000079424
3201,ENSDART00000079428
3202,ENSDART00000079449
3203,ENSDART00000079456
3204,ENSDART00000079480
3205,ENSDART00000079497
3206,ENSDART00000079505
3207,ENSDART00000079514
3208,ENSDART00000079528
3209,ENSDART00000079536
3210,ENSDART00000079549
3211,ENSDART00000079583
3212,ENSDART00000079586
3213,ENSDART00000079599
3214,ENSDART00000079600
3215,ENSDART00000079644
3216,ENSDART00000079647
3217,ENSDART00000079661
3218,ENSDART00000079682
3219,ENSDART00000079694
3220,ENSDART00000079703
3221,ENSDART00000079705
3222,ENSDART00000079706
3223,ENSDART00000079711
3224,ENSDART00000079757
3225,ENSDART00000079758
3226,ENSDART00000079782
3227,ENSDART00000079784
3228,ENSDART00000079803
3229,ENSDART00000079806
3230,ENSDART00000079840
3231,ENSDART00000079842
3232,ENSDART00000079848
3233,ENSDART00000079902
3234,ENSDART00000079926
3235,ENSDART00000079928
3236,ENSDART00000079984
3237,ENSDART00000079987
3238,ENSDART00000080005
3239,ENSDART00000080006
3240,ENSDART00000080014
3241,ENSDART00000080016
3242,ENSDART00000080029
3243,ENSDART00000080062
3244,ENSDART00000080064
3245,ENSDART00000080075
3246,ENSDART00000080079
3247,ENSDART00000080102
3248,ENSDART00000080103
3249,ENSDART00000080110
3250,ENSDART00000080120
3251,ENSDART00000080129
3252,ENSDART00000080143
3253,ENSDART00000080160
3254,ENSDART00000080174
3255,ENSDART00000080289
3256,ENSDART00000080313
3257,ENSDART00000080328
3258,ENSDART00000080338
3259,ENSDART00000080348
3260,ENSDART00000080350
3261,ENSDART00000080372
3262,ENSDART00000080385
3263,ENSDART00000080404
3264,ENSDART00000080413
3265,ENSDART00000080441
3266,ENSDART00000080466
3267,ENSDART00000080472
3268,ENSDART00000080536
3269,ENSDART00000080545
3270,ENSDART00000080608
3271,ENSDART00000080609
3272,ENSDART00000080625
3273,ENSDART00000080631
3274,ENSDART00000080693
3275,ENSDART00000080697
3276,ENSDART00000080717
3277,ENSDART00000080740
3278,ENSDART00000080744
3279,ENSDART00000080766
3280,ENSDART00000080777
3281,ENSDART00000080788
3282,ENSDART00000080807
3283,ENSDART00000080808
3284,ENSDART00000080829
3285,ENSDART00000080834
3286,ENSDART00000080842
3287,ENSDART00000080855
3288,ENSDART00000080875
3289,ENSDART00000080904
3290,ENSDART00000080943
3291,ENSDART00000080958
3292,ENSDART00000080995
3293,ENSDART00000081016
3294,ENSDART00000081018
3295,ENSDART00000081046
3296,ENSDART00000081047
3297,ENSDART00000081058
3298,ENSDART00000081059
3299,ENSDART00000081069
3300,ENSDART00000081072
3301,ENSDART00000081089
3302,ENSDART00000081093
3303,ENSDART00000081143
3304,ENSDART00000081152
3305,ENSDART00000081160
3306,ENSDART00000081193
3307,ENSDART00000081204
3308,ENSDART00000081223
3309,ENSDART00000081228
3310,ENSDART00000081245
3311,ENSDART00000081249
3312,ENSDART00000081288
3313,ENSDART00000081319
3314,ENSDART00000081323
3315,ENSDART00000081326
3316,ENSDART00000081328
3317,ENSDART00000081335
3318,ENSDART00000081338
3319,ENSDART00000081341
3320,ENSDART00000081343
3321,ENSDART00000081346
3322,ENSDART00000081347
3323,ENSDART00000081367
3324,ENSDART00000081379
3325,ENSDART00000081382
3326,ENSDART00000081407
3327,ENSDART00000081418
3328,ENSDART00000081422
3329,ENSDART00000081427
3330,ENSDART00000081429
3331,ENSDART00000081433
3332,ENSDART00000081436
3333,ENSDART00000081440
3334,ENSDART00000081445
3335,ENSDART00000081447
3336,ENSDART00000081448
3337,ENSDART00000081449
3338,ENSDART00000081459
3339,ENSDART00000081475
3340,ENSDART00000081485
3341,ENSDART00000081510
3342,ENSDART00000081561
3343,ENSDART00000081584
3344,ENSDART00000081595
3345,ENSDART00000081600
3346,ENSDART00000081606
3347,ENSDART00000081607
3348,ENSDART00000081611
3349,ENSDART00000081614
3350,ENSDART00000081643
3351,ENSDART00000081652
3352,ENSDART00000081659
3353,ENSDART00000081661
3354,ENSDART00000081675
3355,ENSDART00000081717
3356,ENSDART00000081741
3357,ENSDART00000081746
3358,ENSDART00000081763
3359,ENSDART00000081765
3360,ENSDART00000081766
3361,ENSDART00000081774
3362,ENSDART00000081796
3363,ENSDART00000081801
3364,ENSDART00000081802
3365,ENSDART00000081819
3366,ENSDART00000081821
3367,ENSDART00000081835
3368,ENSDART00000081859
3369,ENSDART00000081894
3370,ENSDART00000081912
3371,ENSDART00000081915
3372,ENSDART00000081922
3373,ENSDART00000081926
3374,ENSDART00000081945
3375,ENSDART00000081951
3376,ENSDART00000081960
3377,ENSDART00000081976
3378,ENSDART00000081983
3379,ENSDART00000081985
3380,ENSDART00000081999
3381,ENSDART00000082011
3382,ENSDART00000082017
3383,ENSDART00000082026
3384,ENSDART00000082034
3385,ENSDART00000082046
3386,ENSDART00000082049
3387,ENSDART00000082067
3388,ENSDART00000082070
3389,ENSDART00000082082
3390,ENSDART00000082086
3391,ENSDART00000082087
3392,ENSDART00000082101
3393,ENSDART00000082114
3394,ENSDART00000082119
3395,ENSDART00000082121
3396,ENSDART00000082133
3397,ENSDART00000082153
3398,ENSDART00000082165
3399,ENSDART00000082193
3400,ENSDART00000082223
3401,ENSDART00000082237
3402,ENSDART00000082265
3403,ENSDART00000082276
3404,ENSDART00000082283
3405,ENSDART00000082292
3406,ENSDART00000082294
3407,ENSDART00000082295
3408,ENSDART00000082296
3409,ENSDART00000082297
3410,ENSDART00000082300
3411,ENSDART00000082332
3412,ENSDART00000082333
3413,ENSDART00000082339
3414,ENSDART00000082340
3415,ENSDART00000082353
3416,ENSDART00000082362
3417,ENSDART00000082375
3418,ENSDART00000082380
3419,ENSDART00000082385
3420,ENSDART00000082388
3421,ENSDART00000082411
3422,ENSDART00000082422
3423,ENSDART00000082434
3424,ENSDART00000082453
3425,ENSDART00000082458
3426,ENSDART00000082464
3427,ENSDART00000082472
3428,ENSDART00000082473
3429,ENSDART00000082475
3430,ENSDART00000082478
3431,ENSDART00000082506
3432,ENSDART00000082517
3433,ENSDART00000082522
3434,ENSDART00000082651
3435,ENSDART00000082667
3436,ENSDART00000082679
3437,ENSDART00000082698
3438,ENSDART00000082715
3439,ENSDART00000082740
3440,ENSDART00000082761
3441,ENSDART00000082773
3442,ENSDART00000082830
3443,ENSDART00000082858
3444,ENSDART00000082879
3445,ENSDART00000082920
3446,ENSDART00000082940
3447,ENSDART00000082944
3448,ENSDART00000082952
3449,ENSDART00000082955
3450,ENSDART00000082983
3451,ENSDART00000083024
3452,ENSDART00000083038
3453,ENSDART00000083066
3454,ENSDART00000083070
3455,ENSDART00000083079
3456,ENSDART00000083111
3457,ENSDART00000083190
3458,ENSDART00000083193
3459,ENSDART00000083212
3460,ENSDART00000083271
3461,ENSDART00000083294
3462,ENSDART00000083296
3463,ENSDART00000083314
3464,ENSDART00000083369
3465,ENSDART00000083388
3466,ENSDART00000083395
3467,ENSDART00000083397
3468,ENSDART00000083407
3469,ENSDART00000083424
3470,ENSDART00000083431
3471,ENSDART00000083442
3472,ENSDART00000083515
3473,ENSDART00000083539
3474,ENSDART00000083561
3475,ENSDART00000083622
3476,ENSDART00000083633
3477,ENSDART00000083710
3478,ENSDART00000083777
3479,ENSDART00000083807
3480,ENSDART00000083876
3481,ENSDART00000083883
3482,ENSDART00000083898
3483,ENSDART00000083906
3484,ENSDART00000083913
3485,ENSDART00000083937
3486,ENSDART00000083967
3487,ENSDART00000084014
3488,ENSDART00000084069
3489,ENSDART00000084114
3490,ENSDART00000084131
