,Transcript stable ID
6119,ENSDART00000127226
6120,ENSDART00000127228
6121,ENSDART00000127235
6122,ENSDART00000127248
6123,ENSDART00000127249
6124,ENSDART00000127254
6125,ENSDART00000127255
6126,ENSDART00000127270
6127,ENSDART00000127272
6128,ENSDART00000127277
6129,ENSDART00000127297
6130,ENSDART00000127302
6131,ENSDART00000127303
6132,ENSDART00000127304
6133,ENSDART00000127309
6134,ENSDART00000127316
6135,ENSDART00000127318
6136,ENSDART00000127329
6137,ENSDART00000127344
6138,ENSDART00000127358
6139,ENSDART00000127365
6140,ENSDART00000127370
6141,ENSDART00000127383
6142,ENSDART00000127396
6143,ENSDART00000127397
6144,ENSDART00000127398
6145,ENSDART00000127401
6146,ENSDART00000127420
6147,ENSDART00000127423
6148,ENSDART00000127427
6149,ENSDART00000127435
6150,ENSDART00000127443
6151,ENSDART00000127454
6152,ENSDART00000127455
6153,ENSDART00000127465
6154,ENSDART00000127473
6155,ENSDART00000127487
6156,ENSDART00000127492
6157,ENSDART00000127502
6158,ENSDART00000127506
6159,ENSDART00000127569
6160,ENSDART00000127577
6161,ENSDART00000127578
6162,ENSDART00000127581
6163,ENSDART00000127583
6164,ENSDART00000127588
6165,ENSDART00000127602
6166,ENSDART00000127604
6167,ENSDART00000127614
6168,ENSDART00000127617
6169,ENSDART00000127618
6170,ENSDART00000127623
6171,ENSDART00000127628
6172,ENSDART00000127640
6173,ENSDART00000127646
6174,ENSDART00000127651
6175,ENSDART00000127662
6176,ENSDART00000127677
6177,ENSDART00000127693
6178,ENSDART00000127719
6179,ENSDART00000127725
6180,ENSDART00000127729
6181,ENSDART00000127734
6182,ENSDART00000127740
6183,ENSDART00000127741
6184,ENSDART00000127759
6185,ENSDART00000127760
6186,ENSDART00000127761
6187,ENSDART00000127765
6188,ENSDART00000127766
6189,ENSDART00000127805
6190,ENSDART00000127810
6191,ENSDART00000127829
6192,ENSDART00000127832
6193,ENSDART00000127834
6194,ENSDART00000127838
6195,ENSDART00000127839
6196,ENSDART00000127841
6197,ENSDART00000127845
6198,ENSDART00000127848
6199,ENSDART00000127852
6200,ENSDART00000127894
6201,ENSDART00000127916
6202,ENSDART00000127917
6203,ENSDART00000127932
6204,ENSDART00000127936
6205,ENSDART00000127938
6206,ENSDART00000127945
6207,ENSDART00000127953
6208,ENSDART00000127956
6209,ENSDART00000127958
6210,ENSDART00000127962
6211,ENSDART00000127985
6212,ENSDART00000128011
6213,ENSDART00000128014
6214,ENSDART00000128034
6215,ENSDART00000128041
6216,ENSDART00000128043
6217,ENSDART00000128050
6218,ENSDART00000128055
6219,ENSDART00000128056
6220,ENSDART00000128061
6221,ENSDART00000128070
6222,ENSDART00000128093
6223,ENSDART00000128106
6224,ENSDART00000128110
6225,ENSDART00000128122
6226,ENSDART00000128128
6227,ENSDART00000128130
6228,ENSDART00000128156
6229,ENSDART00000128158
6230,ENSDART00000128175
6231,ENSDART00000128177
6232,ENSDART00000128178
6233,ENSDART00000128188
6234,ENSDART00000128191
6235,ENSDART00000128192
6236,ENSDART00000128193
6237,ENSDART00000128208
6238,ENSDART00000128216
6239,ENSDART00000128218
6240,ENSDART00000128223
6241,ENSDART00000128224
6242,ENSDART00000128232
6243,ENSDART00000128239
6244,ENSDART00000128240
6245,ENSDART00000128245
6246,ENSDART00000128246
6247,ENSDART00000128249
6248,ENSDART00000128250
6249,ENSDART00000128253
6250,ENSDART00000128260
6251,ENSDART00000128292
6252,ENSDART00000128295
6253,ENSDART00000128298
6254,ENSDART00000128308
6255,ENSDART00000128311
6256,ENSDART00000128322
6257,ENSDART00000128334
6258,ENSDART00000128359
6259,ENSDART00000128363
6260,ENSDART00000128378
6261,ENSDART00000128388
6262,ENSDART00000128399
6263,ENSDART00000128402
6264,ENSDART00000128418
6265,ENSDART00000128433
6266,ENSDART00000128442
6267,ENSDART00000128453
6268,ENSDART00000128468
6269,ENSDART00000128478
6270,ENSDART00000128480
6271,ENSDART00000128496
6272,ENSDART00000128499
6273,ENSDART00000128504
6274,ENSDART00000128508
6275,ENSDART00000128510
6276,ENSDART00000128530
6277,ENSDART00000128533
6278,ENSDART00000128541
6279,ENSDART00000128543
6280,ENSDART00000128549
6281,ENSDART00000128550
6282,ENSDART00000128558
6283,ENSDART00000128560
6284,ENSDART00000128574
6285,ENSDART00000128601
6286,ENSDART00000128602
6287,ENSDART00000128625
6288,ENSDART00000128639
6289,ENSDART00000128647
6290,ENSDART00000128653
6291,ENSDART00000128666
6292,ENSDART00000128700
6293,ENSDART00000128703
6294,ENSDART00000128731
6295,ENSDART00000128748
6296,ENSDART00000128761
6297,ENSDART00000128762
6298,ENSDART00000128766
6299,ENSDART00000128767
6300,ENSDART00000128772
6301,ENSDART00000128773
6302,ENSDART00000128776
6303,ENSDART00000128780
6304,ENSDART00000128781
6305,ENSDART00000128782
6306,ENSDART00000128807
6307,ENSDART00000128810
6308,ENSDART00000128811
6309,ENSDART00000128816
6310,ENSDART00000128823
6311,ENSDART00000128829
6312,ENSDART00000128834
6313,ENSDART00000128838
6314,ENSDART00000128841
6315,ENSDART00000128843
6316,ENSDART00000128850
6317,ENSDART00000128852
6318,ENSDART00000128863
6319,ENSDART00000128876
6320,ENSDART00000128879
6321,ENSDART00000128918
6322,ENSDART00000128927
6323,ENSDART00000128932
6324,ENSDART00000128934
6325,ENSDART00000128935
6326,ENSDART00000128945
6327,ENSDART00000128955
6328,ENSDART00000128957
6329,ENSDART00000128965
6330,ENSDART00000128967
6331,ENSDART00000128971
6332,ENSDART00000128973
6333,ENSDART00000128975
6334,ENSDART00000128978
6335,ENSDART00000128990
6336,ENSDART00000129016
6337,ENSDART00000129023
6338,ENSDART00000129028
6339,ENSDART00000129044
6340,ENSDART00000129049
6341,ENSDART00000129052
6342,ENSDART00000129058
6343,ENSDART00000129091
6344,ENSDART00000129095
6345,ENSDART00000129100
6346,ENSDART00000129114
6347,ENSDART00000129125
6348,ENSDART00000129133
6349,ENSDART00000129134
6350,ENSDART00000129155
6351,ENSDART00000129158
6352,ENSDART00000129167
6353,ENSDART00000129174
6354,ENSDART00000129191
6355,ENSDART00000129197
6356,ENSDART00000129204
6357,ENSDART00000129211
6358,ENSDART00000129218
6359,ENSDART00000129221
6360,ENSDART00000129251
6361,ENSDART00000129253
6362,ENSDART00000129268
6363,ENSDART00000129273
6364,ENSDART00000129274
6365,ENSDART00000129281
6366,ENSDART00000129303
6367,ENSDART00000129312
6368,ENSDART00000129314
6369,ENSDART00000129323
6370,ENSDART00000129329
6371,ENSDART00000129336
6372,ENSDART00000129339
6373,ENSDART00000129342
6374,ENSDART00000129351
6375,ENSDART00000129355
6376,ENSDART00000129356
6377,ENSDART00000129357
6378,ENSDART00000129360
6379,ENSDART00000129371
6380,ENSDART00000129378
6381,ENSDART00000129380
6382,ENSDART00000129387
6383,ENSDART00000129389
6384,ENSDART00000129393
6385,ENSDART00000129398
6386,ENSDART00000129400
6387,ENSDART00000129405
6388,ENSDART00000129409
6389,ENSDART00000129412
6390,ENSDART00000129454
6391,ENSDART00000129463
6392,ENSDART00000129467
6393,ENSDART00000129476
6394,ENSDART00000129489
6395,ENSDART00000129495
6396,ENSDART00000129498
6397,ENSDART00000129530
6398,ENSDART00000129531
6399,ENSDART00000129540
6400,ENSDART00000129541
6401,ENSDART00000129542
6402,ENSDART00000129546
6403,ENSDART00000129590
6404,ENSDART00000129594
6405,ENSDART00000129612
6406,ENSDART00000129617
6407,ENSDART00000129632
6408,ENSDART00000129634
6409,ENSDART00000129679
6410,ENSDART00000129702
6411,ENSDART00000129714
6412,ENSDART00000129720
6413,ENSDART00000129725
6414,ENSDART00000129743
6415,ENSDART00000129744
6416,ENSDART00000129745
6417,ENSDART00000129749
6418,ENSDART00000129765
6419,ENSDART00000129803
6420,ENSDART00000129814
6421,ENSDART00000129816
6422,ENSDART00000129817
6423,ENSDART00000129836
6424,ENSDART00000129841
6425,ENSDART00000129843
6426,ENSDART00000129844
6427,ENSDART00000129853
6428,ENSDART00000129854
6429,ENSDART00000129858
6430,ENSDART00000129870
6431,ENSDART00000129871
6432,ENSDART00000129872
6433,ENSDART00000129878
6434,ENSDART00000129886
6435,ENSDART00000129888
6436,ENSDART00000129889
6437,ENSDART00000129895
6438,ENSDART00000129897
6439,ENSDART00000129903
6440,ENSDART00000129924
6441,ENSDART00000129927
6442,ENSDART00000129934
6443,ENSDART00000129938
6444,ENSDART00000129957
6445,ENSDART00000129958
6446,ENSDART00000129965
6447,ENSDART00000129974
6448,ENSDART00000129977
6449,ENSDART00000129990
6450,ENSDART00000129992
6451,ENSDART00000129994
6452,ENSDART00000130035
6453,ENSDART00000130038
6454,ENSDART00000130042
6455,ENSDART00000130052
6456,ENSDART00000130062
6457,ENSDART00000130067
6458,ENSDART00000130069
6459,ENSDART00000130090
6460,ENSDART00000130095
6461,ENSDART00000130101
6462,ENSDART00000130103
6463,ENSDART00000130104
6464,ENSDART00000130107
6465,ENSDART00000130115
6466,ENSDART00000130120
6467,ENSDART00000130121
6468,ENSDART00000130125
6469,ENSDART00000130129
6470,ENSDART00000130135
6471,ENSDART00000130140
6472,ENSDART00000130172
6473,ENSDART00000130182
6474,ENSDART00000130190
6475,ENSDART00000130208
6476,ENSDART00000130229
6477,ENSDART00000130246
6478,ENSDART00000130249
6479,ENSDART00000130251
6480,ENSDART00000130252
6481,ENSDART00000130261
6482,ENSDART00000130264
6483,ENSDART00000130267
6484,ENSDART00000130270
6485,ENSDART00000130276
6486,ENSDART00000130278
6487,ENSDART00000130302
6488,ENSDART00000130311
6489,ENSDART00000130317
6490,ENSDART00000130347
6491,ENSDART00000130356
6492,ENSDART00000130365
6493,ENSDART00000130366
6494,ENSDART00000130371
6495,ENSDART00000130372
6496,ENSDART00000130375
6497,ENSDART00000130386
6498,ENSDART00000130409
6499,ENSDART00000130415
6500,ENSDART00000130424
6501,ENSDART00000130429
6502,ENSDART00000130430
6503,ENSDART00000130436
6504,ENSDART00000130439
6505,ENSDART00000130446
6506,ENSDART00000130467
6507,ENSDART00000130473
6508,ENSDART00000130490
6509,ENSDART00000130493
6510,ENSDART00000130501
6511,ENSDART00000130513
6512,ENSDART00000130537
6513,ENSDART00000130538
6514,ENSDART00000130549
6515,ENSDART00000130553
6516,ENSDART00000130575
6517,ENSDART00000130586
6518,ENSDART00000130613
6519,ENSDART00000130616
6520,ENSDART00000130623
6521,ENSDART00000130626
6522,ENSDART00000130633
6523,ENSDART00000130648
6524,ENSDART00000130655
6525,ENSDART00000130670
6526,ENSDART00000130673
6527,ENSDART00000130676
6528,ENSDART00000130682
6529,ENSDART00000130704
6530,ENSDART00000130715
6531,ENSDART00000130720
6532,ENSDART00000130731
6533,ENSDART00000130741
6534,ENSDART00000130749
6535,ENSDART00000130750
6536,ENSDART00000130769
6537,ENSDART00000130781
6538,ENSDART00000130793
6539,ENSDART00000130800
6540,ENSDART00000130801
6541,ENSDART00000130804
6542,ENSDART00000130809
6543,ENSDART00000130810
6544,ENSDART00000130813
6545,ENSDART00000130818
6546,ENSDART00000130820
6547,ENSDART00000130832
6548,ENSDART00000130843
6549,ENSDART00000130844
6550,ENSDART00000130853
6551,ENSDART00000130856
6552,ENSDART00000130870
6553,ENSDART00000130876
6554,ENSDART00000130880
6555,ENSDART00000130884
6556,ENSDART00000130886
6557,ENSDART00000130888
6558,ENSDART00000130897
6559,ENSDART00000130903
6560,ENSDART00000130929
6561,ENSDART00000130957
6562,ENSDART00000130976
6563,ENSDART00000130977
6564,ENSDART00000130985
6565,ENSDART00000131008
6566,ENSDART00000131017
6567,ENSDART00000131030
6568,ENSDART00000131041
6569,ENSDART00000131042
6570,ENSDART00000131043
6571,ENSDART00000131049
6572,ENSDART00000131051
6573,ENSDART00000131059
6574,ENSDART00000131061
6575,ENSDART00000131063
6576,ENSDART00000131074
6577,ENSDART00000131126
6578,ENSDART00000131137
6579,ENSDART00000131157
6580,ENSDART00000131160
6581,ENSDART00000131167
6582,ENSDART00000131175
6583,ENSDART00000131178
6584,ENSDART00000131180
6585,ENSDART00000131181
6586,ENSDART00000131189
6587,ENSDART00000131203
6588,ENSDART00000131208
6589,ENSDART00000131212
6590,ENSDART00000131217
6591,ENSDART00000131220
6592,ENSDART00000131235
6593,ENSDART00000131237
6594,ENSDART00000131238
6595,ENSDART00000131241
6596,ENSDART00000131244
6597,ENSDART00000131245
6598,ENSDART00000131257
6599,ENSDART00000131278
6600,ENSDART00000131284
6601,ENSDART00000131288
6602,ENSDART00000131293
6603,ENSDART00000131295
6604,ENSDART00000131304
6605,ENSDART00000131308
6606,ENSDART00000131310
6607,ENSDART00000131319
6608,ENSDART00000131322
6609,ENSDART00000131324
6610,ENSDART00000131328
6611,ENSDART00000131339
6612,ENSDART00000131350
6613,ENSDART00000131354
6614,ENSDART00000131357
6615,ENSDART00000131358
6616,ENSDART00000131370
6617,ENSDART00000131372
6618,ENSDART00000131375
6619,ENSDART00000131379
6620,ENSDART00000131384
6621,ENSDART00000131387
6622,ENSDART00000131402
6623,ENSDART00000131411
6624,ENSDART00000131412
6625,ENSDART00000131415
6626,ENSDART00000131418
6627,ENSDART00000131419
6628,ENSDART00000131427
6629,ENSDART00000131428
6630,ENSDART00000131429
6631,ENSDART00000131438
6632,ENSDART00000131470
6633,ENSDART00000131471
6634,ENSDART00000131473
6635,ENSDART00000131485
6636,ENSDART00000131486
6637,ENSDART00000131500
6638,ENSDART00000131505
6639,ENSDART00000131514
6640,ENSDART00000131516
6641,ENSDART00000131520
6642,ENSDART00000131541
6643,ENSDART00000131550
6644,ENSDART00000131557
6645,ENSDART00000131560
6646,ENSDART00000131571
6647,ENSDART00000131584
6648,ENSDART00000131594
6649,ENSDART00000131597
6650,ENSDART00000131603
6651,ENSDART00000131609
6652,ENSDART00000131613
6653,ENSDART00000131614
6654,ENSDART00000131615
6655,ENSDART00000131628
6656,ENSDART00000131630
6657,ENSDART00000131631
6658,ENSDART00000131634
6659,ENSDART00000131642
6660,ENSDART00000131653
6661,ENSDART00000131657
6662,ENSDART00000131663
6663,ENSDART00000131665
6664,ENSDART00000131671
6665,ENSDART00000131676
6666,ENSDART00000131681
6667,ENSDART00000131683
6668,ENSDART00000131690
6669,ENSDART00000131693
6670,ENSDART00000131694
6671,ENSDART00000131696
6672,ENSDART00000131706
6673,ENSDART00000131708
6674,ENSDART00000131733
6675,ENSDART00000131740
6676,ENSDART00000131742
6677,ENSDART00000131743
6678,ENSDART00000131744
6679,ENSDART00000131750
6680,ENSDART00000131753
6681,ENSDART00000131755
6682,ENSDART00000131768
6683,ENSDART00000131785
6684,ENSDART00000131786
6685,ENSDART00000131793
6686,ENSDART00000131804
6687,ENSDART00000131806
6688,ENSDART00000131814
6689,ENSDART00000131829
6690,ENSDART00000131835
6691,ENSDART00000131837
6692,ENSDART00000131849
6693,ENSDART00000131850
6694,ENSDART00000131856
6695,ENSDART00000131857
6696,ENSDART00000131859
6697,ENSDART00000131860
6698,ENSDART00000131863
6699,ENSDART00000131870
6700,ENSDART00000131872
6701,ENSDART00000131876
6702,ENSDART00000131886
6703,ENSDART00000131887
6704,ENSDART00000131897
6705,ENSDART00000131906
6706,ENSDART00000131911
6707,ENSDART00000131914
6708,ENSDART00000131920
6709,ENSDART00000131924
6710,ENSDART00000131925
6711,ENSDART00000131927
6712,ENSDART00000131947
6713,ENSDART00000131948
6714,ENSDART00000131951
6715,ENSDART00000131954
6716,ENSDART00000131963
6717,ENSDART00000131964
6718,ENSDART00000131974
6719,ENSDART00000131975
6720,ENSDART00000131976
6721,ENSDART00000131981
6722,ENSDART00000131983
6723,ENSDART00000131994
6724,ENSDART00000131996
6725,ENSDART00000132002
6726,ENSDART00000132003
6727,ENSDART00000132012
6728,ENSDART00000132015
6729,ENSDART00000132016
6730,ENSDART00000132018
6731,ENSDART00000132023
6732,ENSDART00000132027
6733,ENSDART00000132028
6734,ENSDART00000132034
6735,ENSDART00000132035
6736,ENSDART00000132037
6737,ENSDART00000132039
6738,ENSDART00000132047
6739,ENSDART00000132068
6740,ENSDART00000132071
6741,ENSDART00000132073
6742,ENSDART00000132093
6743,ENSDART00000132095
6744,ENSDART00000132096
6745,ENSDART00000132101
6746,ENSDART00000132105
6747,ENSDART00000132114
6748,ENSDART00000132119
6749,ENSDART00000132120
6750,ENSDART00000132128
6751,ENSDART00000132132
6752,ENSDART00000132161
6753,ENSDART00000132164
6754,ENSDART00000132168
6755,ENSDART00000132175
6756,ENSDART00000132176
6757,ENSDART00000132180
6758,ENSDART00000132186
6759,ENSDART00000132189
6760,ENSDART00000132191
6761,ENSDART00000132192
6762,ENSDART00000132193
6763,ENSDART00000132203
6764,ENSDART00000132215
6765,ENSDART00000132216
6766,ENSDART00000132218
6767,ENSDART00000132219
6768,ENSDART00000132227
6769,ENSDART00000132235
6770,ENSDART00000132248
6771,ENSDART00000132249
6772,ENSDART00000132270
6773,ENSDART00000132271
6774,ENSDART00000132273
6775,ENSDART00000132274
6776,ENSDART00000132275
6777,ENSDART00000132276
6778,ENSDART00000132278
6779,ENSDART00000132280
6780,ENSDART00000132282
6781,ENSDART00000132305
6782,ENSDART00000132306
6783,ENSDART00000132307
6784,ENSDART00000132322
6785,ENSDART00000132348
6786,ENSDART00000132355
6787,ENSDART00000132365
6788,ENSDART00000132367
6789,ENSDART00000132373
6790,ENSDART00000132377
6791,ENSDART00000132381
6792,ENSDART00000132382
6793,ENSDART00000132385
6794,ENSDART00000132389
6795,ENSDART00000132417
6796,ENSDART00000132426
6797,ENSDART00000132431
6798,ENSDART00000132441
6799,ENSDART00000132443
6800,ENSDART00000132447
6801,ENSDART00000132452
6802,ENSDART00000132457
6803,ENSDART00000132467
6804,ENSDART00000132475
6805,ENSDART00000132476
6806,ENSDART00000132486
6807,ENSDART00000132488
6808,ENSDART00000132491
6809,ENSDART00000132497
6810,ENSDART00000132498
6811,ENSDART00000132530
6812,ENSDART00000132542
6813,ENSDART00000132547
6814,ENSDART00000132548
6815,ENSDART00000132564
6816,ENSDART00000132567
6817,ENSDART00000132568
6818,ENSDART00000132574
6819,ENSDART00000132577
6820,ENSDART00000132589
6821,ENSDART00000132600
6822,ENSDART00000132606
6823,ENSDART00000132607
6824,ENSDART00000132609
6825,ENSDART00000132610
6826,ENSDART00000132627
6827,ENSDART00000132629
6828,ENSDART00000132641
6829,ENSDART00000132644
6830,ENSDART00000132645
6831,ENSDART00000132650
6832,ENSDART00000132660
6833,ENSDART00000132663
6834,ENSDART00000132672
6835,ENSDART00000132673
6836,ENSDART00000132675
6837,ENSDART00000132693
6838,ENSDART00000132695
6839,ENSDART00000132703
6840,ENSDART00000132706
6841,ENSDART00000132724
6842,ENSDART00000132736
6843,ENSDART00000132737
6844,ENSDART00000132741
6845,ENSDART00000132743
6846,ENSDART00000132749
6847,ENSDART00000132751
6848,ENSDART00000132755
6849,ENSDART00000132761
6850,ENSDART00000132768
6851,ENSDART00000132775
6852,ENSDART00000132779
6853,ENSDART00000132785
6854,ENSDART00000132788
6855,ENSDART00000132798
6856,ENSDART00000132799
6857,ENSDART00000132806
6858,ENSDART00000132807
6859,ENSDART00000132811
6860,ENSDART00000132815
6861,ENSDART00000132829
6862,ENSDART00000132836
6863,ENSDART00000132844
6864,ENSDART00000132845
6865,ENSDART00000132847
6866,ENSDART00000132852
6867,ENSDART00000132855
6868,ENSDART00000132858
6869,ENSDART00000132860
6870,ENSDART00000132874
6871,ENSDART00000132875
6872,ENSDART00000132888
6873,ENSDART00000132893
6874,ENSDART00000132909
6875,ENSDART00000132918
6876,ENSDART00000132920
6877,ENSDART00000132926
6878,ENSDART00000132928
6879,ENSDART00000132931
6880,ENSDART00000132937
6881,ENSDART00000132939
6882,ENSDART00000132942
6883,ENSDART00000132945
6884,ENSDART00000132946
6885,ENSDART00000132949
6886,ENSDART00000132950
6887,ENSDART00000132955
6888,ENSDART00000132971
6889,ENSDART00000132976
6890,ENSDART00000132979
6891,ENSDART00000132982
6892,ENSDART00000132991
6893,ENSDART00000132995
6894,ENSDART00000132996
6895,ENSDART00000133006
6896,ENSDART00000133009
6897,ENSDART00000133012
6898,ENSDART00000133019
6899,ENSDART00000133022
6900,ENSDART00000133028
6901,ENSDART00000133030
6902,ENSDART00000133031
6903,ENSDART00000133037
6904,ENSDART00000133039
6905,ENSDART00000133047
6906,ENSDART00000133050
6907,ENSDART00000133051
6908,ENSDART00000133055
6909,ENSDART00000133057
6910,ENSDART00000133060
6911,ENSDART00000133061
6912,ENSDART00000133062
6913,ENSDART00000133065
6914,ENSDART00000133080
6915,ENSDART00000133082
6916,ENSDART00000133101
6917,ENSDART00000133103
6918,ENSDART00000133105
6919,ENSDART00000133127
6920,ENSDART00000133128
6921,ENSDART00000133131
6922,ENSDART00000133141
6923,ENSDART00000133143
6924,ENSDART00000133146
6925,ENSDART00000133154
6926,ENSDART00000133155
6927,ENSDART00000133157
6928,ENSDART00000133158
6929,ENSDART00000133166
6930,ENSDART00000133168
6931,ENSDART00000133169
6932,ENSDART00000133170
6933,ENSDART00000133172
6934,ENSDART00000133184
6935,ENSDART00000133189
6936,ENSDART00000133190
6937,ENSDART00000133191
6938,ENSDART00000133197
6939,ENSDART00000133200
6940,ENSDART00000133208
6941,ENSDART00000133209
6942,ENSDART00000133216
6943,ENSDART00000133225
6944,ENSDART00000133236
6945,ENSDART00000133241
6946,ENSDART00000133242
6947,ENSDART00000133248
6948,ENSDART00000133249
6949,ENSDART00000133255
6950,ENSDART00000133258
6951,ENSDART00000133268
6952,ENSDART00000133269
6953,ENSDART00000133292
6954,ENSDART00000133296
6955,ENSDART00000133304
6956,ENSDART00000133305
6957,ENSDART00000133310
6958,ENSDART00000133317
6959,ENSDART00000133324
6960,ENSDART00000133330
6961,ENSDART00000133343
6962,ENSDART00000133356
6963,ENSDART00000133358
6964,ENSDART00000133373
6965,ENSDART00000133384
6966,ENSDART00000133385
6967,ENSDART00000133391
6968,ENSDART00000133398
6969,ENSDART00000133400
6970,ENSDART00000133402
6971,ENSDART00000133403
6972,ENSDART00000133404
6973,ENSDART00000133419
6974,ENSDART00000133420
6975,ENSDART00000133426
6976,ENSDART00000133430
6977,ENSDART00000133432
6978,ENSDART00000133438
6979,ENSDART00000133440
6980,ENSDART00000133444
6981,ENSDART00000133461
6982,ENSDART00000133476
6983,ENSDART00000133479
6984,ENSDART00000133480
6985,ENSDART00000133503
6986,ENSDART00000133509
6987,ENSDART00000133512
6988,ENSDART00000133517
6989,ENSDART00000133523
6990,ENSDART00000133528
6991,ENSDART00000133541
6992,ENSDART00000133549
6993,ENSDART00000133554
6994,ENSDART00000133555
6995,ENSDART00000133557
6996,ENSDART00000133585
6997,ENSDART00000133587
6998,ENSDART00000133588
6999,ENSDART00000133591
7000,ENSDART00000133593
7001,ENSDART00000133598
7002,ENSDART00000133599
7003,ENSDART00000133602
7004,ENSDART00000133603
7005,ENSDART00000133606
7006,ENSDART00000133608
7007,ENSDART00000133616
7008,ENSDART00000133622
7009,ENSDART00000133624
7010,ENSDART00000133632
7011,ENSDART00000133643
7012,ENSDART00000133672
7013,ENSDART00000133677
7014,ENSDART00000133708
7015,ENSDART00000133709
7016,ENSDART00000133710
7017,ENSDART00000133715
7018,ENSDART00000133719
7019,ENSDART00000133721
7020,ENSDART00000133724
7021,ENSDART00000133732
7022,ENSDART00000133735
7023,ENSDART00000133743
7024,ENSDART00000133747
7025,ENSDART00000133754
7026,ENSDART00000133755
7027,ENSDART00000133760
7028,ENSDART00000133763
7029,ENSDART00000133765
7030,ENSDART00000133767
7031,ENSDART00000133781
7032,ENSDART00000133797
7033,ENSDART00000133802
7034,ENSDART00000133804
7035,ENSDART00000133821
7036,ENSDART00000133823
7037,ENSDART00000133826
7038,ENSDART00000133835
7039,ENSDART00000133854
7040,ENSDART00000133859
7041,ENSDART00000133860
7042,ENSDART00000133861
7043,ENSDART00000133874
7044,ENSDART00000133875
7045,ENSDART00000133876
7046,ENSDART00000133881
7047,ENSDART00000133886
7048,ENSDART00000133896
7049,ENSDART00000133898
7050,ENSDART00000133899
7051,ENSDART00000133902
7052,ENSDART00000133904
7053,ENSDART00000133905
7054,ENSDART00000133911
7055,ENSDART00000133919
7056,ENSDART00000133955
7057,ENSDART00000133970
7058,ENSDART00000133972
7059,ENSDART00000133976
7060,ENSDART00000133979
7061,ENSDART00000133981
7062,ENSDART00000133982
7063,ENSDART00000133988
7064,ENSDART00000133990
7065,ENSDART00000134018
7066,ENSDART00000134020
7067,ENSDART00000134026
7068,ENSDART00000134032
7069,ENSDART00000134033
7070,ENSDART00000134034
7071,ENSDART00000134037
7072,ENSDART00000134041
7073,ENSDART00000134045
7074,ENSDART00000134046
7075,ENSDART00000134048
7076,ENSDART00000134064
7077,ENSDART00000134069
7078,ENSDART00000134075
7079,ENSDART00000134077
7080,ENSDART00000134084
7081,ENSDART00000134085
7082,ENSDART00000134086
7083,ENSDART00000134087
7084,ENSDART00000134091
7085,ENSDART00000134094
7086,ENSDART00000134102
7087,ENSDART00000134105
7088,ENSDART00000134113
7089,ENSDART00000134120
7090,ENSDART00000134121
7091,ENSDART00000134122
7092,ENSDART00000134144
7093,ENSDART00000134146
7094,ENSDART00000134149
7095,ENSDART00000134153
7096,ENSDART00000134171
7097,ENSDART00000134173
7098,ENSDART00000134176
7099,ENSDART00000134178
7100,ENSDART00000134189
7101,ENSDART00000134190
7102,ENSDART00000134200
7103,ENSDART00000134206
7104,ENSDART00000134214
7105,ENSDART00000134215
7106,ENSDART00000134218
7107,ENSDART00000134222
7108,ENSDART00000134228
7109,ENSDART00000134229
7110,ENSDART00000134245
7111,ENSDART00000134253
7112,ENSDART00000134255
7113,ENSDART00000134265
7114,ENSDART00000134266
7115,ENSDART00000134268
7116,ENSDART00000134272
7117,ENSDART00000134280
7118,ENSDART00000134284
7119,ENSDART00000134291
7120,ENSDART00000134293
7121,ENSDART00000134299
7122,ENSDART00000134301
7123,ENSDART00000134302
7124,ENSDART00000134305
7125,ENSDART00000134317
7126,ENSDART00000134337
7127,ENSDART00000134343
7128,ENSDART00000134345
7129,ENSDART00000134347
7130,ENSDART00000134348
7131,ENSDART00000134354
7132,ENSDART00000134358
7133,ENSDART00000134361
7134,ENSDART00000134362
7135,ENSDART00000134365
7136,ENSDART00000134366
7137,ENSDART00000134370
7138,ENSDART00000134371
7139,ENSDART00000134382
7140,ENSDART00000134383
7141,ENSDART00000134399
7142,ENSDART00000134406
7143,ENSDART00000134416
7144,ENSDART00000134447
7145,ENSDART00000134470
7146,ENSDART00000134473
7147,ENSDART00000134482
7148,ENSDART00000134492
7149,ENSDART00000134494
7150,ENSDART00000134506
7151,ENSDART00000134514
7152,ENSDART00000134533
7153,ENSDART00000134538
7154,ENSDART00000134542
7155,ENSDART00000134554
7156,ENSDART00000134560
7157,ENSDART00000134562
7158,ENSDART00000134587
7159,ENSDART00000134595
7160,ENSDART00000134597
7161,ENSDART00000134598
7162,ENSDART00000134599
7163,ENSDART00000134603
7164,ENSDART00000134604
7165,ENSDART00000134605
7166,ENSDART00000134617
7167,ENSDART00000134624
7168,ENSDART00000134630
7169,ENSDART00000134645
7170,ENSDART00000134652
7171,ENSDART00000134658
7172,ENSDART00000134660
7173,ENSDART00000134661
7174,ENSDART00000134664
7175,ENSDART00000134665
7176,ENSDART00000134677
7177,ENSDART00000134678
7178,ENSDART00000134682
7179,ENSDART00000134691
7180,ENSDART00000134702
7181,ENSDART00000134707
7182,ENSDART00000134708
7183,ENSDART00000134718
7184,ENSDART00000134719
7185,ENSDART00000134722
7186,ENSDART00000134735
7187,ENSDART00000134740
7188,ENSDART00000134741
7189,ENSDART00000134742
7190,ENSDART00000134746
7191,ENSDART00000134747
7192,ENSDART00000134758
7193,ENSDART00000134768
7194,ENSDART00000134780
